username,sentiment_score,dominant_sentiment
jajavankova,49.72,Neutral 😐
helloimroy,50.56,Neutral 😐
lauriir18,49.84,Neutral 😐
jaackmaate,50.26,Neutral 😐
ganasconcanas,50.81,Neutral 😐
janikrobichaud,50.0,Neutral 😐
jolien_brx,49.76,Neutral 😐
kirstie.flo,50.65,Neutral 😐
igersroma,50.71,Neutral 😐
iamlola_,50.6,Neutral 😐
hippie_syzygy,0.0,Neutral 😐
inmabas,50.94,Neutral 😐
ecececomtr,48.28,Neutral 😐
jordandechambrestyle,50.63,Neutral 😐
jennasheingold,50.66,Neutral 😐
judiehuerta,50.88,Neutral 😐
jaynieb123_,50.0,Neutral 😐
jim_spicy_life,100.0,Positive 😄
ericcommando,49.12,Neutral 😐
hunt.and.scavenge,49.82,Neutral 😐
jolynneshane,49.85,Neutral 😐
im_arielrose,50.0,Neutral 😐
leticiawalantumba,49.21,Neutral 😐
karine_trudel,50.21,Neutral 😐
kristiahnaclark,50.34,Neutral 😐
ka5thleen,0.0,Neutral 😐
laurasimon8,49.88,Neutral 😐
lauraliira,49.37,Neutral 😐
keithhollandd,49.29,Neutral 😐
lifeisjovial,50.0,Neutral 😐
jonellsequiraxo,49.38,Neutral 😐
lesbonheursdecamille,50.85,Neutral 😐
helenaangelov,50.19,Neutral 😐
heartofgoldx1,50.0,Neutral 😐
exactdrive,50.0,Neutral 😐
jmenujisepeta,51.59,Neutral 😐
kasiperkins,50.18,Neutral 😐
ladyzika.jpg,51.77,Neutral 😐
itsbotilly,50.0,Neutral 😐
juliaa.pawlowska,50.09,Neutral 😐
lifelightblooms,50.55,Neutral 😐
lebe_lache_liebe_,49.37,Neutral 😐
jusbeebz,49.45,Neutral 😐
ikwazzz,50.0,Neutral 😐
lexilemonade,49.29,Neutral 😐
jhharrison92,50.84,Neutral 😐
josilix,50.36,Neutral 😐
henryandpenny,51.07,Neutral 😐
krysstylzs,50.0,Neutral 😐
jaymunro26,49.81,Neutral 😐
jiami,49.59,Neutral 😐
laurylike,50.0,Neutral 😐
julia__outdoors,51.79,Neutral 😐
lenabbena,50.0,Neutral 😐
gasztro_pr,46.88,Neutral 😐
elleharper,50.5,Neutral 😐
jessienuqui,36.67,Neutral 😐
islandslike,49.43,Neutral 😐
heartmybackpack,49.91,Neutral 😐
fitforcalis,50.24,Neutral 😐
kristellabeauty,49.92,Neutral 😐
hiphealthychick,51.49,Neutral 😐
heatherwhocosmo,48.39,Neutral 😐
laurakca,50.11,Neutral 😐
leezycakes,50.0,Neutral 😐
honeydewblog,50.03,Neutral 😐
jamieneasterly,50.0,Neutral 😐
james_dunmore,50.67,Neutral 😐
itstanner,49.36,Neutral 😐
ivanarayy,0.0,Neutral 😐
kris_the_cat,49.76,Neutral 😐
kristileenews,50.0,Neutral 😐
julesvandeneynde,50.0,Neutral 😐
jolina_f,48.89,Neutral 😐
jadehilton21,51.39,Neutral 😐
instalesliee,51.64,Neutral 😐
_kellyu,49.84,Neutral 😐
giuliasiegel,50.06,Neutral 😐
itsdivalikes,46.67,Neutral 😐
kudokilla,53.85,Neutral 😐
kidfromantwerp,0.0,Negative 😔
hello_dongwon,48.08,Neutral 😐
lcchan,49.82,Neutral 😐
indierella_,49.92,Neutral 😐
lesliekailee.c,50.13,Neutral 😐
liferetreat_,50.37,Neutral 😐
krzeczaa,49.86,Neutral 😐
laurabbehnke,49.71,Neutral 😐
lelondonchic,49.92,Neutral 😐
jennifercateline,48.21,Neutral 😐
eartsup,0.0,Neutral 😐
jasmin.elago,50.01,Neutral 😐
_ladyeatsalot_,50.0,Neutral 😐
jars_by_dani,51.29,Neutral 😐
kittyro111,50.0,Neutral 😐
dustyray,50.04,Neutral 😐
julia_syi,55.88,Neutral 😐
kayvictoriac,50.28,Neutral 😐
hellthyjunkfood,49.11,Neutral 😐
italianyes,49.02,Neutral 😐
hot1077,52.27,Neutral 😐
hotmamanthecity,49.43,Neutral 😐
lavinaisranicom,49.52,Neutral 😐
iamkevinwade,50.99,Neutral 😐
hautenooz,49.74,Neutral 😐
irinapeguero,47.5,Neutral 😐
lailahasanovic,49.02,Neutral 😐
justvictoria_nosecret,50.44,Neutral 😐
kaylaa_113,50.0,Neutral 😐
iamfiammabello,50.0,Neutral 😐
liketoknow.it,50.69,Neutral 😐
lexugarte,49.1,Neutral 😐
jacinthewild,42.86,Neutral 😐
jenniferkotwal,50.96,Neutral 😐
liamariarose,49.49,Neutral 😐
klajean,50.0,Neutral 😐
liarosealice,50.43,Neutral 😐
_ilovemyradio,0.0,Neutral 😐
killa.kurves,45.45,Neutral 😐
laurenmanzo,50.12,Neutral 😐
ingridlikesyou,49.97,Neutral 😐
hericagabrielli,49.9,Neutral 😐
lifetolauren,49.51,Neutral 😐
leanoukakis,50.0,Neutral 😐
im.peter,46.43,Neutral 😐
heba_jay,50.13,Neutral 😐
jeroenvanes,49.48,Neutral 😐
kobusjulia,50.77,Neutral 😐
lettucebehappy,49.66,Neutral 😐
kristinahader,50.36,Neutral 😐
hopecarter,50.0,Neutral 😐
krexiu,46.15,Neutral 😐
henrykettner,51.07,Neutral 😐
jennatp,50.77,Neutral 😐
justicekourage,50.0,Neutral 😐
hayleeanise,49.81,Neutral 😐
jamarcusontv,50.0,Neutral 😐
life_of_salo,50.52,Neutral 😐
la_kathu,50.0,Neutral 😐
irenenunezin,51.13,Neutral 😐
eng.m6r,50.0,Neutral 😐
lamkam_,50.0,Neutral 😐
lafoodie,49.91,Neutral 😐
happyjankell,50.82,Neutral 😐
kristakmcrae,50.39,Neutral 😐
kelceyandrus,50.93,Neutral 😐
joeylucherini,48.08,Neutral 😐
learngpr,58.33,Neutral 😐
lexiniblanco,50.21,Neutral 😐
instylemagazine,49.96,Neutral 😐
heyitsannabanana,49.97,Neutral 😐
k_bass28,46.67,Neutral 😐
hoi_berlin,51.39,Neutral 😐
kirsylovett,49.81,Neutral 😐
elke_july,49.77,Neutral 😐
jolinasofie,49.67,Neutral 😐
laurasally_sw,50.26,Neutral 😐
giuseppe_vitariello,50.99,Neutral 😐
laurenmesquit,50.62,Neutral 😐
iamchrisramsey,49.48,Neutral 😐
jasminkarma,48.51,Neutral 😐
julianneiverson,48.19,Neutral 😐
jewelgoh,49.75,Neutral 😐
jesych,49.55,Neutral 😐
kisforkouture,49.52,Neutral 😐
jennyreimold,49.75,Neutral 😐
jennyloveslove,50.56,Neutral 😐
hokify,0.0,Neutral 😐
lifejoaquimlopes,49.1,Neutral 😐
kev_martineau,50.96,Neutral 😐
juliamanchik,49.7,Neutral 😐
ijeomakola,50.34,Neutral 😐
leoduffoff,49.02,Neutral 😐
kavyaede,50.01,Neutral 😐
ipromonetwork,50.0,Neutral 😐
henry.h3,50.7,Neutral 😐
jmelee1221,49.91,Neutral 😐
elcajondemuestras,49.11,Neutral 😐
jess.holguin,50.0,Neutral 😐
jtmimi,46.0,Neutral 😐
francescafocarini,50.13,Neutral 😐
isabellath,49.57,Neutral 😐
keystoinspiration,50.29,Neutral 😐
healthytwenties,50.04,Neutral 😐
leoniebrill_official,50.0,Neutral 😐
kuhhrysten,49.78,Neutral 😐
j2paid,51.92,Neutral 😐
john_ekmetzo,0.0,Neutral 😐
fabulittle,50.88,Neutral 😐
lauresque,50.4,Neutral 😐
kristahapp,49.37,Neutral 😐
kimberlyl613,49.75,Neutral 😐
joycejacobss,50.39,Neutral 😐
laadyjas,51.79,Neutral 😐
everlasting.charm,49.44,Neutral 😐
kellycartwright,48.85,Neutral 😐
heelstowheels,0.0,Neutral 😐
katerumson,49.72,Neutral 😐
junior.clint,50.47,Neutral 😐
isabella.drawsss,49.37,Neutral 😐
ifiwereaudrey,50.93,Neutral 😐
ladydoombots,49.66,Neutral 😐
karenademerchant,52.22,Neutral 😐
jzagram,54.17,Neutral 😐
la_maga_in_cucina,25.0,Negative 😔
jess.meko,47.22,Neutral 😐
kittyseline,49.93,Neutral 😐
jesser,49.89,Neutral 😐
lcpetruzzi,50.0,Neutral 😐
lavish.fancy,49.0,Neutral 😐
lifestylemavens,50.6,Neutral 😐
elliottboykent,50.0,Neutral 😐
jo_to_the,50.0,Neutral 😐
j0uzai,50.3,Neutral 😐
iamduct,49.59,Neutral 😐
lavmoony,49.31,Neutral 😐
good_luck2016,0.0,Neutral 😐
jackrussell_luc,49.24,Neutral 😐
itscosmakeup,49.68,Neutral 😐
hollyishaute,49.44,Neutral 😐
karlamyqueen,51.46,Neutral 😐
ishcontent,49.8,Neutral 😐
__karolina_d__,50.0,Neutral 😐
j_kaviar,48.08,Neutral 😐
helloglowblog,50.45,Neutral 😐
katlynmaupin,49.55,Neutral 😐
kiahmfit,49.0,Neutral 😐
jennaleeannllc,49.88,Neutral 😐
kekoamac,51.0,Neutral 😐
jenntherese,51.05,Neutral 😐
herkentucky,50.34,Neutral 😐
lericettedellamorevero,51.52,Neutral 😐
katiesgotglam,51.49,Neutral 😐
kashiapalmer,49.93,Neutral 😐
leamaicarter,50.0,Neutral 😐
isabelsalasv,52.06,Neutral 😐
hey_itslinds,49.18,Neutral 😐
lesberlinettes,50.4,Neutral 😐
isaackburgos,0.0,Neutral 😐
les_coquetteries_demilie,49.47,Neutral 😐
jasminempartida,52.17,Neutral 😐
iamnrc,49.66,Neutral 😐
fitapproach,50.29,Neutral 😐
jusmrolon,49.53,Neutral 😐
kingkvli_,50.0,Neutral 😐
iyannahpierre,49.27,Neutral 😐
lauraponts,49.81,Neutral 😐
just_too_much_32_,0.0,Neutral 😐
jessonaquest_,45.83,Neutral 😐
krity_s,49.86,Neutral 😐
iampersuasian,50.68,Neutral 😐
kimiaskravings,49.55,Neutral 😐
kiimay,50.33,Neutral 😐
joseygreenwell,51.72,Neutral 😐
leslieahughes25,49.45,Neutral 😐
jennyrichfit,48.62,Neutral 😐
joss.theboss,49.63,Neutral 😐
florian_rouzic,49.79,Neutral 😐
itscarlakay,49.28,Neutral 😐
katyusha,50.04,Neutral 😐
laurabarthofficial,50.1,Neutral 😐
lady.junjun,49.75,Neutral 😐
kristinarodulfo,50.26,Neutral 😐
lifeofmarketa,45.83,Neutral 😐
lesgrosmots_,0.0,Neutral 😐
kleinworthco,48.15,Neutral 😐
emilie_bruun,50.24,Neutral 😐
lablondeblog,51.63,Neutral 😐
heathered_nest,50.37,Neutral 😐
heatherdiorstyle,50.0,Neutral 😐
kaitlynkiedrowski,50.0,Neutral 😐
initiateur,50.0,Neutral 😐
katy_hurt,50.0,Neutral 😐
jihanehennachi,49.87,Neutral 😐
jasperdejong,50.18,Neutral 😐
lena.daniels,50.0,Neutral 😐
lifeofsendeniz,50.0,Neutral 😐
jessicamakems,49.44,Neutral 😐
heyitsok.holly,49.67,Neutral 😐
jenizreviewz,50.77,Neutral 😐
husetvedfjorden,52.0,Neutral 😐
kimscravings,49.29,Neutral 😐
flipeye_,44.44,Neutral 😐
kweilz,50.52,Neutral 😐
johanna_liana,49.82,Neutral 😐
lfelsh,49.46,Neutral 😐
isaacwhitney15,49.46,Neutral 😐
jacquelinemariealberto,49.13,Neutral 😐
jennparker_,50.0,Neutral 😐
jemima_my30minutes,50.0,Neutral 😐
andreazahurancova,50.15,Neutral 😐
leannemoorefitness,51.86,Neutral 😐
imagesofcanada,50.15,Neutral 😐
homedks,49.28,Neutral 😐
levydiana,50.25,Neutral 😐
ispeakashley_,49.29,Neutral 😐
lifeinpicturesbylu,49.59,Neutral 😐
jenkay,50.0,Neutral 😐
last__supper,49.61,Neutral 😐
lareinedeliode,51.02,Neutral 😐
misskarlamlee,49.22,Neutral 😐
high_heeled_vogueaholic,50.1,Neutral 😐
leo.diva95,50.0,Neutral 😐
krystal_bick,50.07,Neutral 😐
joyful_jax,49.19,Neutral 😐
lifeiskimazing,50.0,Neutral 😐
kamelashair,48.15,Neutral 😐
jasminegunn91,50.37,Neutral 😐
keanatracey,50.75,Neutral 😐
josysm,62.5,Positive 😄
julietteinwonderland,50.39,Neutral 😐
juliahaghjoo,49.21,Neutral 😐
jasminmakeup1,50.74,Neutral 😐
jordanabrewster,51.11,Neutral 😐
leaura,50.06,Neutral 😐
jakeeatsdallas,50.16,Neutral 😐
frncwagner,50.0,Neutral 😐
leadambra,48.05,Neutral 😐
fuertejulia,49.14,Neutral 😐
j.nichole3,49.78,Neutral 😐
iamtiml_,50.56,Neutral 😐
ironyofashi,50.78,Neutral 😐
emsukii,49.58,Neutral 😐
emmysomple,42.11,Neutral 😐
itsteamedge,48.83,Neutral 😐
jirkakral,49.97,Neutral 😐
life.with.a.ridge,49.95,Neutral 😐
kessara,49.42,Neutral 😐
kysochic,49.22,Neutral 😐
intheknowwithjojo,50.0,Neutral 😐
heirsherrod,49.77,Neutral 😐
kawasakyi,50.5,Neutral 😐
imogenstewart,50.9,Neutral 😐
joanna_elisabeth_,50.1,Neutral 😐
lebellagypsy,49.68,Neutral 😐
jazzysojas,51.0,Neutral 😐
georgiestclair,51.5,Neutral 😐
irinalakicevic,48.06,Neutral 😐
kellyyrogers,0.0,Neutral 😐
jamiecharoen,50.45,Neutral 😐
kristinahendley,50.0,Neutral 😐
elenoirec,51.62,Neutral 😐
jonnyonthego,49.85,Neutral 😐
justin.hardigree,42.86,Neutral 😐
ellenectorfit,50.0,Neutral 😐
jhoonpereza,50.6,Neutral 😐
justinparkofficial,50.09,Neutral 😐
kdkids_official,48.7,Neutral 😐
eddythecatty,49.8,Neutral 😐
imsaurabhpandey,50.0,Neutral 😐
heygorjess,50.08,Neutral 😐
janet.vincenza,50.54,Neutral 😐
ileovlogs,49.81,Neutral 😐
kate.brohaha,49.58,Neutral 😐
jamielynkane,50.71,Neutral 😐
dreamveebaby,50.0,Neutral 😐
estheronivenis,50.97,Neutral 😐
illestratorart,47.83,Neutral 😐
iammroyal,52.94,Neutral 😐
lauramueseler,49.84,Neutral 😐
itzjul,51.02,Neutral 😐
jenniestelle,48.57,Neutral 😐
lijssss,49.39,Neutral 😐
joyjah,50.19,Neutral 😐
iammartinmartinez,50.0,Neutral 😐
hinikki,50.24,Neutral 😐
joovy,48.69,Neutral 😐
janelle.scalise,48.7,Neutral 😐
ireninacris,50.41,Neutral 😐
iamracheljolley,50.69,Neutral 😐
kateyoungdesign,50.19,Neutral 😐
insta_kennedys,48.08,Neutral 😐
itsbrittcherry,50.47,Neutral 😐
jeannine.roxas,49.82,Neutral 😐
iviaggidispeedy,52.06,Neutral 😐
greeneyesgoldsoul,50.27,Neutral 😐
jillyindacity,50.7,Neutral 😐
krystalfrenche,50.19,Neutral 😐
jade_melissa,50.74,Neutral 😐
lifeslittlesweets,50.51,Neutral 😐
hralba,49.84,Neutral 😐
jordanroriepayton,49.34,Neutral 😐
jennabroderick,48.0,Neutral 😐
lea_tralala,48.62,Neutral 😐
justineelizabethmattera,49.88,Neutral 😐
jessethereader,49.46,Neutral 😐
lbdujour,49.64,Neutral 😐
femke.vermaas,50.63,Neutral 😐
lamartolla,50.0,Neutral 😐
lauwysocka,100.0,Positive 😄
ignant,50.68,Neutral 😐
izzieburletonx,49.93,Neutral 😐
juliya_gura,50.32,Neutral 😐
inbedwith.me,49.67,Neutral 😐
geronp,51.06,Neutral 😐
hobbesthesheltie,50.87,Neutral 😐
its_a_vegworld_afterall,50.21,Neutral 😐
jaquelinevandoski,50.14,Neutral 😐
jessica_farina_,50.0,Neutral 😐
kevinkinghorn,50.85,Neutral 😐
joaniemetivier,48.83,Neutral 😐
inventiongeeks,0.0,Neutral 😐
laurenjamesxx,49.67,Neutral 😐
lalisalein,51.2,Neutral 😐
ineeemarie,50.0,Neutral 😐
iamcattsadler,50.41,Neutral 😐
jasmina_oh,50.0,Neutral 😐
laurajanemorgensternn,49.88,Neutral 😐
hungrygirlsofboston,50.38,Neutral 😐
kennedydawn,50.49,Neutral 😐
forbiddenkitten,49.72,Neutral 😐
evie_phillips,48.75,Neutral 😐
gutsygirlblog,51.4,Neutral 😐
jillybarbie,50.96,Neutral 😐
iam_themuva,53.85,Neutral 😐
lauren.h.rose,48.04,Neutral 😐
kateli0n,48.98,Neutral 😐
healthnative,50.34,Neutral 😐
emilyjprior_,50.11,Neutral 😐
isabeldurazo1,50.0,Neutral 😐
harighotra,48.86,Neutral 😐
killthecity,50.0,Neutral 😐
haleylanefitness,0.0,Neutral 😐
jossalm,50.18,Neutral 😐
evahurlimann,50.0,Neutral 😐
khaoula.lahlou,52.27,Neutral 😐
iheartkatiecakes,50.22,Neutral 😐
houstonlatinabloggers,49.3,Neutral 😐
jin112jin,48.0,Neutral 😐
laurawhittlemua,50.03,Neutral 😐
jerrin_uecker,50.73,Neutral 😐
hndelavega,49.83,Neutral 😐
joseloreto,52.39,Neutral 😐
karrijasmine,46.67,Neutral 😐
laurarosilla,48.31,Neutral 😐
kyleetranstrum,52.78,Neutral 😐
gleiciduartee,49.66,Neutral 😐
laramarussja,50.06,Neutral 😐
ekskluzywny_menel,50.09,Neutral 😐
jasminbrands,50.0,Neutral 😐
kharms27,49.33,Neutral 😐
laurakatecassidy,50.0,Neutral 😐
itsjaredberndt,51.38,Neutral 😐
heartzeena,49.88,Neutral 😐
lelaroth,49.33,Neutral 😐
lexiluxury,50.65,Neutral 😐
karenlycheng,49.64,Neutral 😐
hello.prinz,50.0,Neutral 😐
hercampus_adelphi,0.0,Neutral 😐
ivetazalc,49.84,Neutral 😐
howistyledit,49.2,Neutral 😐
_honeyshay,50.08,Neutral 😐
girls_paradise36,43.75,Neutral 😐
hellowuapa,52.17,Neutral 😐
jaszelfrances,50.05,Neutral 😐
eastcoasterlifestyle,50.02,Neutral 😐
igorjosif,49.93,Neutral 😐
laurenstraveldiary,50.42,Neutral 😐
francygfashionblog,49.81,Neutral 😐
joseffofhollywood_official,46.81,Neutral 😐
jeweleryandwatch,48.35,Neutral 😐
kjbrathen,50.13,Neutral 😐
henriquessillva,47.5,Neutral 😐
karolinaar,50.0,Neutral 😐
helenasimegbe,50.0,Neutral 😐
edspire,52.37,Neutral 😐
kaylakleinman,50.29,Neutral 😐
historyinhighheels,50.32,Neutral 😐
ivadokova,52.5,Neutral 😐
iamlaurablae,49.25,Neutral 😐
itslacori,49.63,Neutral 😐
irinalimone,48.33,Neutral 😐
laceperspective,50.38,Neutral 😐
irinaoneil,51.17,Neutral 😐
interezsk,50.24,Neutral 😐
kwarpecha,54.55,Neutral 😐
jjlifenstyle,49.96,Neutral 😐
iamfasholica,49.87,Neutral 😐
kevotano,49.18,Neutral 😐
kylerstevenfisher,50.4,Neutral 😐
frontmanstyle,50.34,Neutral 😐
imperfectwomen,49.55,Neutral 😐
kristimurphydiy,50.42,Neutral 😐
jessiewebster,48.08,Neutral 😐
ellieeewbu,49.89,Neutral 😐
legrandproexperience,51.32,Neutral 😐
lani_pants,50.0,Neutral 😐
heymamaco,50.4,Neutral 😐
jeg_fashionblog,49.71,Neutral 😐
georgiahillis,50.61,Neutral 😐
giovannabichels,48.64,Neutral 😐
foodjunkienyc,50.0,Neutral 😐
itzalexisss,50.0,Neutral 😐
hunterstar03,46.55,Neutral 😐
jessegallegos_,44.0,Neutral 😐
lauraschra,49.48,Neutral 😐
jessidosen,55.56,Neutral 😐
lamickirabo,50.07,Neutral 😐
jayina.c,47.22,Neutral 😐
its.a.mel.life,50.5,Neutral 😐
ifitwags,48.9,Neutral 😐
josiedoy,0.0,Neutral 😐
jalenmajor,55.0,Neutral 😐
lexi.groshek,49.04,Neutral 😐
itsginnydi,50.27,Neutral 😐
helenacoelhooo,49.51,Neutral 😐
katiehui625,49.05,Neutral 😐
hellocathii,50.24,Neutral 😐
kitkat_ch,49.98,Neutral 😐
i_am_krische,50.12,Neutral 😐
itsljwright,50.16,Neutral 😐
harrods,49.72,Neutral 😐
jozefkrovina,50.93,Neutral 😐
jadore_janaye,44.23,Neutral 😐
highzodede,50.0,Neutral 😐
jaydaknight,50.0,Neutral 😐
jordanrys,45.83,Neutral 😐
emmakimilainen,49.7,Neutral 😐
katia_cardi,49.91,Neutral 😐
laurabutlermadden,50.58,Neutral 😐
lifeofavegetarian,50.45,Neutral 😐
karla.schaus,49.06,Neutral 😐
elisa.scb,48.78,Neutral 😐
helinkenzi,49.88,Neutral 😐
jujubscosmetics,0.0,Neutral 😐
inthemixte,50.0,Neutral 😐
leanstudentchef,50.02,Neutral 😐
ilpiccolomondodivalentina,49.83,Neutral 😐
incident_parent,50.0,Neutral 😐
lettershoppe,50.68,Neutral 😐
ioanna_samara,49.25,Neutral 😐
lauravantill,49.84,Neutral 😐
innatsypan,50.0,Neutral 😐
jojoalaire,50.7,Neutral 😐
jno24,50.75,Neutral 😐
jujunorremose,50.64,Neutral 😐
immichellez,50.0,Neutral 😐
kayrayejayy,52.27,Neutral 😐
lavendervines,50.85,Neutral 😐
indiaheath,41.67,Neutral 😐
kayyyno,50.0,Neutral 😐
katjahentschel,51.05,Neutral 😐
kendrateal,49.88,Neutral 😐
karlaaguas,50.0,Neutral 😐
kimbodianspeaks,49.64,Neutral 😐
justdimpleit,49.96,Neutral 😐
healthydelish,49.66,Neutral 😐
jazziejaet,49.54,Neutral 😐
kimmymarymackey,50.19,Neutral 😐
janacosial,52.5,Neutral 😐
koentadyy,50.49,Neutral 😐
latinglow,49.89,Neutral 😐
hxrrietday,49.77,Neutral 😐
lady.grae,50.0,Neutral 😐
julian_green108,50.3,Neutral 😐
iamandreadanita,50.0,Neutral 😐
hiightiide,49.15,Neutral 😐
james_patrice,49.66,Neutral 😐
kirstyraynor,50.4,Neutral 😐
justmblair,49.23,Neutral 😐
kolleenrusso,50.45,Neutral 😐
lasabbi,49.51,Neutral 😐
forrestmankins,50.74,Neutral 😐
hollyobee,50.0,Neutral 😐
ironsmithfilms,48.68,Neutral 😐
jrmun0z,50.0,Neutral 😐
_itsdaniirenee,47.5,Neutral 😐
jax.b.andme,51.11,Neutral 😐
lavita_gold,0.0,Neutral 😐
jakohara,51.52,Neutral 😐
_iamduvier,48.98,Neutral 😐
kimjeanny,50.49,Neutral 😐
jillcoopersuperjump,50.32,Neutral 😐
erin.harrison,49.5,Neutral 😐
julescecilia,50.09,Neutral 😐
lifelandnigeria,50.0,Neutral 😐
kates_victorian_home,50.36,Neutral 😐
koeck_hannah,49.43,Neutral 😐
jenalexandrova,50.0,Neutral 😐
lesdoitmag,56.25,Neutral 😐
fithealthyrecipes,49.59,Neutral 😐
jeremyrohmer,49.34,Neutral 😐
klelia3,45.83,Neutral 😐
immaeatthat,51.11,Neutral 😐
hornsby_style,50.25,Neutral 😐
imrichbetch,49.33,Neutral 😐
lejindoesit,48.08,Neutral 😐
letsvibehq,37.5,Neutral 😐
jilliandee,50.69,Neutral 😐
leigh_averill,50.16,Neutral 😐
howbizarre,51.82,Neutral 😐
kabi926,50.53,Neutral 😐
kiskisliss,48.92,Neutral 😐
kylapratt,50.33,Neutral 😐
kelly_bove,50.94,Neutral 😐
itsahealthylifestyle,49.91,Neutral 😐
hellessy,49.74,Neutral 😐
la_cucina_che_vale,50.55,Neutral 😐
lifewiththecrustcutoff,44.79,Neutral 😐
hercampusufl,50.0,Neutral 😐
learningescapes,51.41,Neutral 😐
emeraldgordonwulf,50.06,Neutral 😐
itchy.feet.blog,51.47,Neutral 😐
kylehanagami,50.14,Neutral 😐
joe_hattab,50.77,Neutral 😐
lianev,49.52,Neutral 😐
kareninalukoski,49.89,Neutral 😐
kiranasrat,50.69,Neutral 😐
krinster,46.15,Neutral 😐
kingmarracash,50.54,Neutral 😐
frankiefoster3,48.88,Neutral 😐
lafashionwar,50.04,Neutral 😐
kristina_micic,49.87,Neutral 😐
kyletsuchiya,50.0,Neutral 😐
kanakoishida,49.69,Neutral 😐
huydo263,51.96,Neutral 😐
ilaria_mammablogger,50.2,Neutral 😐
jndmo,62.5,Positive 😄
ilamindell,49.93,Neutral 😐
otisandjr,48.41,Neutral 😐
joansalgeblake,49.51,Neutral 😐
georgiedaveyy,50.43,Neutral 😐
jack.designs,51.1,Neutral 😐
elenellis,50.15,Neutral 😐
iammattjames,49.29,Neutral 😐
lauralupinhoward,51.14,Neutral 😐
isnata_sun,52.5,Neutral 😐
honeyfarrah,49.63,Neutral 😐
lettersofstyle,49.43,Neutral 😐
hospitalitydesign,51.11,Neutral 😐
laura.holzinger,0.0,Neutral 😐
jahmorly,33.33,Neutral 😐
her_etiquette,50.27,Neutral 😐
jenna_crandall,49.82,Neutral 😐
joannaruminska,48.83,Neutral 😐
lady.april.xo,52.56,Neutral 😐
jessicapavlik_,50.02,Neutral 😐
leyla_moon,48.58,Neutral 😐
laurensvangent,50.0,Neutral 😐
instaprodigeek,47.67,Neutral 😐
karen_gtz6,0.0,Negative 😔
hopscotchtheglobe,49.65,Neutral 😐
jessicaolie,48.34,Neutral 😐
folustorms,52.15,Neutral 😐
itswillmanning,49.34,Neutral 😐
lesley_kim,50.4,Neutral 😐
knowingmystyle,50.06,Neutral 😐
_fit.bashley_,45.0,Neutral 😐
iam_whitneym,50.0,Neutral 😐
kprocmom,49.74,Neutral 😐
ladybaltazar,49.7,Neutral 😐
ehami123,50.0,Neutral 😐
katie_in_beautyland,50.5,Neutral 😐
joaquinmorodo,50.34,Neutral 😐
heyamyjane,50.0,Neutral 😐
lafrenchpique,49.76,Neutral 😐
iamvyhuynh,51.11,Neutral 😐
itshafu,47.75,Neutral 😐
julietjoie,49.45,Neutral 😐
duchessoffashion_,49.93,Neutral 😐
kerrysfitlife,50.0,Neutral 😐
hudsonsfmelo,0.0,Neutral 😐
heightmag,50.0,Neutral 😐
lalasupdos,49.45,Neutral 😐
iseebieber,0.0,Neutral 😐
kristinnuute,50.06,Neutral 😐
laylapanam,50.18,Neutral 😐
dr.nickc,49.75,Neutral 😐
lenifromtheblog,50.83,Neutral 😐
gabrielacastelo,50.68,Neutral 😐
jonathancavaliere,49.98,Neutral 😐
haileyinbookland,49.6,Neutral 😐
kamadawnjones,48.58,Neutral 😐
itziaraguilera,49.88,Neutral 😐
intheairplaneoverthesea,49.91,Neutral 😐
karliekloss,50.0,Neutral 😐
jessiealaimo,50.0,Neutral 😐
jena_ru,50.28,Neutral 😐
isabella.pellegrini,0.0,Negative 😔
jf_maier,50.0,Neutral 😐
evanolea,49.41,Neutral 😐
enndreya,50.16,Neutral 😐
kokobeaute,49.68,Neutral 😐
jillianmorkan,52.38,Neutral 😐
iamshyanne,53.12,Neutral 😐
lewise_sw,50.12,Neutral 😐
highendhippie,49.56,Neutral 😐
jordanbigs,50.16,Neutral 😐
jillgourlayx,50.29,Neutral 😐
hellobeautifuldays,50.0,Neutral 😐
kitamain_com,50.0,Neutral 😐
herhumble_hunt,50.68,Neutral 😐
joililikoi,49.06,Neutral 😐
jon_sanders_ink,0.0,Neutral 😐
